Author.ID,Text_nolink,Assigned_Topic
1686859837529817088,"Fluoride can disrupt hormone balance.

Using a fluoride filter or drinking spring water helps reduce intake.

For testosterone, 
focus on strength training, quality sleep, and a nutrient-dense diet.

Avoid endocrine disruptors and reduce stress for better hormone health.",4
1585168739242192896,I’m long on fluoride suppositories,4
1491835763700293632,Going to sleep tonight with dreams of fluoride free water and freedom!  Cozy.,4
1518744285751005184,"When Trump wins, we are going to have RFK fighting for us against big  pharma, big food, fluoride, pesticides, even aerosol engineering aka, ""chemtrails"".",2
178809159,"This is the biggest gap in “the lesser of two evils” we have ever seen.  Trump endorsing RFK to get fluoride out of our water alone is a massive victory and there will be plenty more!

This is not the totalitarian tiptoe.
This is a slow walk towards freedom!",2
1160071875646484480,I actually like RFKs fluoride removal policy. That stuff is poison,5
1771810013159559168,"RFK Jr seeks to get rid of vaccines, get rid of the fluoride in water and the glyphosate in food, and end the digital ID and digital currency movement. That’s why I’m voting for Trump.",5
1778832210151227392,Trump and RFK Jr will ban fluoridated water. I hope they do it worldwide.,4
1849175594157948928,"Consume Tamarind to detoxify yourself from Fluoride, which is a known neurotoxin! 
Tamarind will also help to decalcify your pineal gland!",6
1494450859928920064,"Trump will 
Get rid of income tax 
Increase manufacturing 
Increase jobs 
Increase wages 
Stop the fluoride in the water
Stop the poison in the food
stop the poisonous vaccines 
Stop child Trafficking",5
1487102836123045888,Fluoride is a known poison… this is a good thing. Perhaps the USA will be less Jerry Springer because of it.,5
107141783,"Yes, it's vital to protect public health by removing Fluoride from water.",4
158906467,"Please Vote for 
Strong Borders 
Healthy food
Cheap medicine 
Cheap oil
Cheap Energy 
Make Fluoride illegal 
Freedom 
Etc..",4
1494801228747841536,Yeah this person isn’t well educated. My county doesn’t use fluoride and I use nano-hydroxyapatite toothpaste. Everyone compliments me on the health of my teeth and gums. They tell me my teeth are the whitest they have seen too.,4
1666052936042987520,I voted for the Zionist who will get the Fluoride out of our tap water.,4
23046523,Thank you. I’m glad somebody finally said it. My children had fluoride supplements since they were infants. They both have nearly perfect teeth in their 50s.,3
1373366725580886016,Fluoride free for 30 years 💪🏽😬,4
1342458865665912832,Also they say that from January the fluoride will be taken out from the drinking water 🩵🤞💎,4
1590836280379727872,"I stopped using toothpaste with fluoride years ago. My teeth are just fine. I also get my water from a well. No problems at all. 
So yes, get rid of it!!!!",4
1006706366348709888,we need the MAHA movement for the health of our kids!!!  eat healthy!!!!  FN news just picked fluoride when there is so much more,4
1641217131814567936,One of my favorite things that has happened to us twice a year since early 2016 when I removed all the fluoride from my family is how much the dentist raves over how great my kids’ teeth are! We just smile and say thank you and keep on keeping on not using any fluoride!,4
927933455052263424,"I hope Trump with Kennedy  will remove fluoride from tap water, remove chemicals  from all food, stop chemtrails, deport illegals, stop abortion, stop giving our money  to other countries for their wars and Focus only on Americans!!! God bless!",3
1187303720,"Sorry leftist media minions, but Trump ending his campaign with concern for citizens heath and RFZk ready to “Make America healthy again” and (bonus) stop profiteering democrats from selling out the country's well being to big pharma, is worth more than a fluoride joke.",6
330033770,"If you want clean food, only one platform spoke about cleaning up the food supply and getting rid of toxic chemicals. RFK will also get rid of Fluoridated water on the first day. Vote Trump.",5
1357681038487617536,"The benefit of fluoride in drinking water far exceeds  the risk.  It has been o e of the great victories for the public health establishment, along with the polio vaccine.",2
703915488804532224,"Fluoride calcifies the pineal gland and causes many health issues. I have not used Fluoride toothpaste in 10 years. I have had no cavities.
I also have high grade water filters for drinking water and shower. People forget the skin is our largest organ.",6
1358922430996115456,SO CUTEE I LOVE IT,4
1673571040101044224,"How about NO. My mother grew up in Texas, where the water had natural fluoride. She had one cavity her entire life. She was sharp as a tack. She Trees was hard-working. She was creative, and she was brilliant.",7
1519048865588023296,i like me some good fluoride,4
1838622794080194560,"💧 Reverse Osmosis (RO) Systems
Function: Uses a semi-permeable membrane to remove up to 99% of dissolved salts, chemicals, and heavy metals.
Use: Often installed under the sink for drinking water.
Pros: Effective at removing a wide range of contaminants, including fluoride,…",4
2891173993,"Trump, thanks to RFK Jr, is open to taking fluoride out of the water and cleaning up the air and food and will stand up for your right to refuse vaccines. He’s also pro second amendment, and wants to get rid of some of the government inefficiencies. Get out and vote!…",5
2557262293,Trust the Science! Geez Jennifer! Everyone knows that fluoride is safe and effective 😉,4
1480623451933052928,Remove Fluoride ?  Sounds like a great idea!,4
1640520587360587776,I think we will have a map of where to start the removal of fluoride first after today!😂,4
800089950003679232,Looks incredible and 🎉 Happy birthday 🎉 to your friend,4
1652808468250722304,"That's a purity spiral. Yeah Trump is flawed but at least he's tackling immigration,  energy independence,  wokeness, fluoride and vaccine choice. If I was thirsty in the desert and I was offered a bottle of water or a coke I'd drink the water even if it was in a plastic bottle.",2
278100632,Aaaaand that's why I'm a fluoride free toothpaste girl 😉😂,0
1920688116,"I can’t even use fluoride toothpaste without breaking out in acne. The minute I switched to non fluoride water and non fluoride toothpaste, my skin cleared up. And not one cavity since",0
981168828,I recommend talking some time about LFTR (Liquid Fluoride Thorium Reactor) breeder reactors as at least one seemingly safe alternative nuclear energy production option,4
1647732834730233856,"Huge fan of your work Derrick! 

Really appreciate your ability to focus on connecting people to your cause. Your principled stance on your debate with Ian really stuck with me. I encourage people to look at your work around local fluoridation removal and your journalism on…",4
16068181,RFK Jr.'s crusade against fluoridation in our drinking water contaminating our precious bodily fluids has basically had me in a nonstop loop of joy.,4
20600084,"Just the fact alone that Robert F. Kennedy will remove toxic fluoride from America’s water supply is enough to elect Donald J. Trump as President of the United States of America!

#Vote #VoteTrump #VoteTrumpToday",1
1585977673733529600,Thank you so much for your information! I wasn’t aware it filtered fluoride too. Yay!!,4
4854097131,"It's going to be awesome to see how much better things can get these next 4 years.

I am looking forward to no more fluoride in all my water!",4
1406409138737926144,"soon our waters will be fluoride free our fryers will be filled with tallow, there will be no wars, the fed will be ended, Americas golden timeline starts now",4
351361949,"Imagine a world…

Trump wins
Economy roaring in a year
Job market roaring
Salaries up
BTC 10x
Housing rates come down
Income tax slashed
Fluoride removed from tap water
Chemicals removed from food
Border fixed
Federal spending cut
Russia/Ukraine/Middle East conflicts ended",4
725098988,In celebration of sanity - had my every 6 months dental cleaning today with fluoride applied. #ScienceRules #HarrisWalz2024,4
1645907384248975360,"They are beauties for sure. I notice when she opens her mouth to laugh she has no fillings, they must have had fluoride in the water when she lived in Montreal.",7
1445864086076477440,"What a ridiculous statement.
RFK jr cares about the future of our kids…
He’s already confirmed he’ll be banning processed foods from school lunches and removing fluoride from the drinking water. These 2 things alone will have a massive impact on how our kids will grow up.",1
61619027,Me to 1982 vegetarian my grandmother said I would die Vegan 2013 2023 extremely Radicalized Vegan Naturalist Caregiver healthy healing laughing at the gmo poisoned food no gluten no soy no sugar fluoride chlorides been making my own laundry detergent for years,5
4430740235,Yeah well I’m 53 and haven’t had a cavity in over 32 years. That’s roughly when I gave up fluoride. I see a dentist about every 8 years and they can’t believe it. I use Toms of Maine and a multivitamin with boron. Teeth do well without fluoride.,7
1758432015240851456,"Luis stop drinking the fluoride brother, we love you man",4
908360266970271744,Meanwhile every kid who gets twice annual dental checkups gets a fluoride treatment. RFK is right— let’s clean up the water and food supply and reform big pharma and the FDA.,2
2214675619,Brigadier General Jack D. Ripper: the OG conspiracy theorist with a fluoride fixation! Truly ahead of his time. 😂 #PurityOfEssence #DrStrangelove,4
1829194367845720064,No it doesn't. Natural fluoride is good for teeth and bones.,4
1180014019408740352,Yeah I was fed tablets because we lived rurally and had bore water so fluoride free. I’m 52 without a single cavity.,4
1518904530829725696,"Where are all my MAHA friends at?!
Who want healthy &amp; safe food, cleaner homes, no fluoride, shutting Big Ph*rma down, &amp; finding real healing for all Americans! Where are my people at?! 🇺🇸❤️🤍💙",7
284180177,"I voted for RFK Jr because I believe in Womans rights, no fluoride in water and vaccines def cause autism",2
256435962,And amazingly it will be a Trump presidency to remove fluoride from the water.,4
1534323291543986176,"Voting for the candidate that removes the fluoride and adds the creatine to the water.
#MakeAmericanGainsAgain",4
4731211670,RFK gonna save us all from the poison known as fluoride,5
1456038068058836992,"That's That! What a charming little game! Hope you all had fun in Lego: Lord of the Rings! We went and raided  who was building Legos on stream! Go support the dragon!

Meanwhile, I'll see you all tomorrow for Space Marine 2!

See ya later!

:)",4
1370620995644579840,"Interest rates falling, banks back to more aggressive lending to help and grow small businesses. Cheaper energy, real cost cutting with Elon &amp; DOGE. RFK removing seed oils, fluoride and cleaning up America. 

What’s not to love?",2
716884286,Water fluoridation is better for your teeth.,4
1552123043589214208,"I voted to save America. To keep boys out of girls bathrooms, to keep foreign criminals out of the country, to expose the Epstein list, to expose 9/11, to make America healthy again, to remove fluoride from our water supply, and to protect our democracy. Regardless of who wins,…",2
1626110793136881664,"I tried a fluoride-free Japanese toothpaste for that month it tasted terrible, so I switched back to Colgate. But the effect was strikingly noticeable; it really made a difference in the vividness of my experiences.",0
1094020700296232960,I’m excited to have  get that fluoride out of our drinking water. ✊🏼,1
566383662,"I can smell the American renaissance

Seed oils out of food

Fluoride out of water

Economy booms

Crypto booms

Keystone pipeline back

No taxes on tips

Tariffs on imports 

Deport violent migrants 

World peace

America respected by the world again

ITS BEAUTIFUL",0
1628700842470645760,Trump is legalizing weed and taking fluoride out of the water he's the dream of every older brother,4
1597403446612738048,Fluoride looses! ⚔️🇺🇸⚔️,4
22990834,"Oh, thank God -
and his assistants, 
DJT &amp; RFKjr.  
I can't believe we've
had rat poison in our
water FOREVER...
I filter, distill, filter
again, then ozonate... 
maybe I can pare
that routine down
if they stop putting
fluoride in my water!",7
8638922,"I'm an Aussie, we have fluoridated water. I have been drinking filtered for 30 years. Brush my teeth and don't eat refined sugar. Haven't had a filling in 30 years.",4
1319340954130747392,Look at that fluoridated smile....,4
1758351163940806656,People taking the Fluoride thing seriously... I never thought I'd see a day when people finally started listening to those of us they kept calling crazy.,4
1142574364233220096,I for one will miss the fluoride in the water,4
1656312908899401728,THE FLUORIDE IS COMING OUT OF THE WATER,4
1697470654549749760,I’m gonna miss fluoride honestly,4
434101818,"If Trump becomes President &amp; RFK Jr is able to reshape Health Policy, it could influence &amp; beneficial to mitochondriac globally.

About
•Danger of fluoride in public water
•Industrial toxins in our food
•Harms of certain vaccine
•Research on danger of EMF
•Circadian Health",6
1455832193331122176,"Pretty much need all new people. Elon for head of efficiency to reduce government (size &amp; spend) by 95%. RFK to get rid of Monsanto, Fluoride &amp; dangerous jabs. Plus a new task force to go arrest all the traitors &amp; defund WEF &amp; WHO! 🙌🔥🔥🔥",5
122570279,Thank GOD we’re gonna get the fluoride out of the water now.,4
369838682,Soon your water will be fluoride-free.,4
1729365489359454208,"THEY'RE GONNA BAN SEED OILS AND FLUORIDE

WE WILL WIN",4
6300882,Gonna be a good four years for bottled water with fluoride,5
570532711,"Free Palestine. End wars. Remove Fluoride, etc. Neutralize inflation.  That’s a good start.",4
1448581213698990080,Because places that have no fluoride in the water people have horrible teeth especially older people. You brush your teeth twice a day but you drink water at least 8 times so even small amounts contribute to having stronger teeth over your life. Dentists are best to give opinion,4
710652246715867136,MAHA is coming. It’s too evident what has been pushed on us by the corporate puppets and shills for climate activists. Meat. Sunlight. Locally grown food. No fluoride in municipal water. Fewer vaccines. Raw milk. Strength training. BRING IT ON,2
2557304533,"Fluoride is gonna be out of the water, lmfao",4
1666402296421396480,"I stopped buying fluoride toothpaste a few years ago. We have never come out of the dentist office with 0 cavities as a family of 5, ever! Personally I have only ever had 1 check up with no cavities in my life prior to this.",7
17490749,WE CAN FINALLY REMOVE FLUORIDE FROM OUR WATER.,4
1502000756018274304,"1.Finally no more fluoride in our food
2.American will finally get there job back
3. X the number one news update
4. We're are going to mars
5. Our children will be safe from hyper sexualization

Congratulations mr president MAKE AMERICA GREAT AGAIN

#ElectionDay
#Trump2024",4
1075668407855517696,"I'm so excited for them to stop putting that fluoride in our water system.

👍👍👍",1
1447306061518557184,I’m pretty pumped about the prospect of fluoride stuff and the UFO/ET disclosure stuff ngl,4
1566625985289719808,"THE FUN HAS JUST STARTED. IN THE NEXT 6MO WE ARE GETTING:

- US BITCOIN RESERVE
- JFK FILES
- UFO DISCLOSURE
- NO INCOME TAX
- ALL SCHOOLS ARE CHARTER SCHOOLS
- STARLINK FOR EVERYONE
- NO MORE FLUORIDE IN THE WATER",4
1744852611298209792,"Ladies and Gentlemen,
We have defeated evil. It is now time to remove the fluoride from our drinking water, the estrogen from our food, stop the endless and costly wars, and the illegal aliens from our beautiful homeland.

Lets #MakeAmericaGreatAgain and #MakeAmericaHealthyAgain!",4
2519803591,"Yeah....remove fluoride... 
As a dentist I Will be so Happy 😘😁😂😈",1
1798847579788394496,"VICTORY. 
Now we truly DRAIN THE SWAMP: investigate, prosecute and imprison the cheaters, thieves and gangsters in our government.
DOGE we will slash TRILLIONS from the budget.
MAHA we will remove fluoride from the water supply, poisons from our food and chemtrails from our air.",3
1358454638643675136,"Mountain Valley water stock is gonna tankkkkkk.

Fellas - we’re getting fluoride free tap water!!",4
1728251920165273600,"Yes it will be much worse. He's going to deport all those life sucking illegals.  Gas will be under $2 a gallon AGAIN! He's going to take chemicals out of our food, fluoride out of our water supply FINALLY! He's going to stop the gangs. Back the Blue! So much worse!!",0
224620078,we won! Now Make America Healthy Again and get the fluoride out of our water!,4
83653165,"Don’t trip on your floss, might fall off the earth ;) Fluoride does help strengthen teeth. So it does contribute to proper care.",4
1657156813262045184,NEEDED THE FLUORIDE BAN 🥲🥲,4
822654047530479616,Wait till RFK gets rid of fluoride,5
29467372,I am glad we can get the fluoride out. It’s about time we have someone who will be able to work on healthy instead of drugging the people,4
120104775,"I'm very excited to see what is going to happen. 1 question though, what do you think of his stance regarding removing fluoride from the drinking water?",1
756224175144960000,"If they get fluoride out of the water, free Ross, and end the Ukraine war, it was well worth it",4
1365841497556361216,They need to think about the positives… they will remove fluoride  from water supply and there won’t be any war mongering.     be good if they could report on that.,4
445775662,I’m looking forward to no more fluoride in our drinking water. I’m getting tired of using fluoride filters for the past 20 years.,4
890498999731593216,"Good job, we are taking fluoride out of tap water now. She's lost in the sauce 😃 🤡",4
1734419206052155392,"I am going to get healthy!!!!!!!!!! Thank you! Thank you for your perseverance, countless hours worked, tolerance of slander, money spent, lost sleep!!! God bless you. I can't wait for fluoride to be gone! And so many other things. You are a gift. I've been doing what I can on my…",7
262775854,"Thank you!  

Looking forward to fluoride free water and many other things!  

God bless America!  🇺🇸❤️",1
1702147875457662976,"to secure the border, lower taxes, remove income tax and DEPORT all illegal criminals

 to get fluoride and other chemicals removed from food and water supply

 and  to end the fed and stop the wasting of trillions 

Good times",0
1645896253178355712,"tbf if you use fluoride toothpaste and have decent hygiene, it's all bueno. Example: Europe is literally right there",0
1682460858335502336,"Well at least they'll get the fluoride out of the drinking water, raising the collective IQ of the entire country. Latinos who belong here are going to benefit a lot. Debate that",7
1598888326857097216,Lmao they better start order fluoride to supplement their own addiction because we’re finally about to be free from that 💩,4
3399062224,"4. Doing away with GMOs on children’s food, excessive lethal amounts of of fluoride in water. MAHA 
5. More jobs for the poor and homeless as re industrialization of America is on the horizon. Apple and other companies will be forced to have their companies at home (high tariffs)",4
91931146,"FLUORIDE FREE WATER COMING TO THE USA JANUARY 2025!!!
#MAHA",4
1084672022762860544,Thank you rfk take fluoride out of the water and the seed oilf out of everything,4
1630787016894889984,"There is no doubt it'll be better under Trump than it would have been otherwise. I hope Trump really does make food safe again, removes fluoride from water, and ends the Ukraine war before we all get nuked.",4
1662120160684044288,Bro!  I'm so happy today. The fluoride is fading,4
203891723,"Deportations 3 million to 5 million illegals
Declassification
Milie fired
Departments moved out of Washington DC
Drain govt regulators from suppliers
TERM LIMITS on CONGRESS!!!
Dream Team on cabinet

Health
Red 40 out of foods
Fluoride out of water
Vaccine schedules re-evaluated",4
1385201270475005952,"Hopeful of the possibilities, Accountability for pharma and genetic experiment pushers, fluoride out of the water, maybe even a little more investigation into Epstein and the guy that tried to assassinate Trump, actually there's quite a few things Hoping for some flow on to Aus.",4
1791977924716871680,"Thanks for giving him your support. You’re a class act and I can’t wait to see you make America healthy again. 

BAN VACCINES, FLUORIDE, AND SEED OILS to start.",1
15064776,The vaccines and fluoride were nice.,2
807627422,"1 Mandatory vaccination, e.g. for measles, is one of the most successful and effective healthcare measures we have cost-benefits wise.
2  Every manufacturer should have liability insurance.
3 Fluoride in drinking water is another massive success story
...",4
1303033863980158976,"As a Missourian, let’s end real estate property tax at 62, ban fluoride and chemtrails immediately.  Congratulations Mike, glad you won!",3
18076114,"On the Bright Side: Vaccine manufacturers will no longer be immune from lawsuits (with the help of RFK Jr.).
The poisoning of our water with fluoride might finally stop (with the help of RFK Jr.).",4
1839075062781263872,Fluoride gas yay,4
1444263252460986368,Day one remove fluoride from our water! MAHA / MAGA rolls.,4
1150240639763791872,At least RFK is gonna take the fluoride out of the water.,4
1387714381811699712,"There’s a movie called “dark waters” 2019, I think it’s well worth a watch it’s a true story about an attorney who fights a company dumping fluoride into rivers !!",4
1698440415895068672,We do not have fluoride in our Nigerian water and most people here have healthy teeth.,4
1475613237131374592,"As soon as he bans fluoride, more people will start waking up. Literally.",1
1634040236702351360,"Do you want teeth? If so, having fluoride in the water is a good thing.",4
263845771,Take the fluoride out of the water and their spiritual connection will restore over time. 👌,4
760922106460864512,It was the taking the fluoride out the water for me .,4
1000354324873187328,"Can we get rid of income tax NOW?

Can we remove fluoride from the water NOW?

Can we tell the truth about JFK's murder NOW?

Can the hidden technology be released NOW?

Can we end war forever NOW?

Can weather modification stop forever NOW?

Can we have clean food NOW?

Thrive.",5
1602380861155966976,"RFK will fix food supply less hyper processed foods, water supply less fluoride, and rein in big pharma

The world is healing",2
1455264053803327488,Nascent iodine helps protect body from radiation as well as other harmful things like fluoride.,4
1681898456477229056,Lets do this 💪 Fluoride out of the water ASAP!!!!,4
1685298505072463872,Day 1 no more fluoride in your tap water.,4
1703904798758543360,"2025: Fluoride taken out of the water supply
Vaccine mandates abolished
Illegal immigration reduced by a large margin
The war in Ukraine will cease
Food dyes and other food additives will be restricted in the USA at least to the same degree as Europe
Less suffocating regulations",7
1715400867585855488,"Thank you  for fighting for our health! Please proceed with removing that rat poison Fluoride from our water. This will be such an amazing victory for our and our children's health! Please do this nationwide, for all (including currently blue) states. Thank you!",5
1679141720611606528,He thinks taking fluoride out of the water will be a benefit.,4
993946119414648832,Stock up on fluoride toothpaste everyone.,0
2216078965,Ditch the fluoride and take Vit K2 daily. Your teeth will excel.,4
1481807402441793536,"My hope is that we make bold shifts to prioritize the well-being and autonomy of the American people—by ending the funding of Ukraine, eliminating income tax, removing fluoride from our water, and addressing the chemicals in our food that impact our health.",4
1752506078535790592,"Well, RFK Jr promised to ban the fluoride in their water supply. Help is on the way.",1
1817571256784535552,"Lifted cyber truck..

Fluoride free water..

Government issued TRT..

America..
 
Starts now 🇺🇸",4
1691803993930899456,"Things that will change over the next 4 years: 

- Toxic chemicals in food will be gone.

- Use of seed oils removed.

- Fluoride in the water will be removed. 

- Vaccine schedule greatly reduced. 

- Meat no longer demonised and recognised as a health food.

- Sun screen…",1
1113071100563521536,It's about time! Hitler used fluoride. Trump wants it gone. Praise the Lord!,4
1812299030267125760,He forgets MAHA that helps us all no fluoride in the water and they taking bad chemicals out from out food,4
1679669570150477824,"Get the fluoride out of of water, dyes out of our food, give us access to raw milk, and regenerative farming… MAHA!",2
547677853,Fluoride toothpaste and infant water has some bottled with fluoride. Those can help bridge the gap,0
853657965827469312,"The fact that we’re gna water with 
- no fluoride, 
- 9/11 and JFK’s files disclosed, 
- MS13 round up, 
- world peace, and 
- an affordable living from now on just gives hope for a better tomorrow. Btw what else am I missing from the list. I barely slept yesterday😭",4
1062403518336851968,"I did note vote and am still anti-state.

However, it goes without saying:

Trump &gt; Kamala

If he actually removes fluoride from the water and can start to dismantle the biopharmaceutical industry, that's progress.",4
1435746001848053760,when rkf takes over hhs and take fluoride out of water,4
1768427001143300096,"Absolutely! Isn’t this wonderful. As soon as I started using a water filter and got rid of fluoride in my toothpaste, I’ve never had another cavity again.

Mind you, I use other self-care things like a water pic.

Fluoride also has an affinity for some of the glands inside the…",7
3390511438,Fluoride toothpaste is more than adequate.,0
1812660950090018816,"I cannot wait for you to fix our crappy food and our fluoride ridden water!!!!!! God bless you sir! 
Happy to have you in the #UnityParty !
#Trump2024",1
1704366091382996992,"If Trump winning means he is taking the country backwards, i like it. Men can’t get pregnant! Women don’t want to share bathrooms with men, women shouldn’t kill babies up to the 8th and 9th month! Let’s get fluoride out of water let’s go back to the good old days!
#USElection2024",4
1848074949799677952,"I am for Robert F Kennedy!!..team Kennedy baby!!..fix this food,.get fluoride out of city water!! Etc...",4
3164030008,"Anecdotal experience here, but a few weeks after I stopped using fluoride toothpaste, I was able to astral project. Something I haven't been able to do for years.",0
18510396,Brush your teeth. Use fluoride toothpaste. Floss daily. Use fluoridated mouth rinse. Get your children’s teeth sealed.,4
1595592290637991936,💯 on tuckers interview last night it sounds like he may start with stopping fluoride in the water! Seems like something that can be done quickly.,4
1325484374,I had fluoride in my water. Didn’t get cavities until I moved someplace where there wasn’t. Same with my other siblings. We were in our 30’s before we got any.,7
1842386092835688448,We’re all about to get a lot hotter and smarter. Once they ban seed oils and fluoride.,1
1586435951311495168,"I've been watching them all day, it's a good day and we really have to get the fluoride out of the water supply.....",7
425553741,"like all of those other minerals do.
and we started researching and adding fluoride to our water as far back as the 19th century. we noted places with higher concentration of fluoride in the water ad better dental health and went from there.",4
731973964440817664,"Start with removing fluoride from the water and seed oils are the devil. Can’t wait to see things a year from now. Brain fog lifting, and toxins out of your body.",6
1586322261958598656,Fluoride is the gold standard for cavity prevention in teeth. It’s a natural element with an extremely well known and understood mechanism of action and safety levels.,4
1753549991308894208,"Study drinking distilled water, it gets rid of  fluoride .",5
816858620226740224,"When I started this process of purging it, fasting was a heavy burden…

…but now, if I get enough retinal and skin sun ☀️ contact, and mineralized Fluoride, arsenic, chlorine etc. free water, then it is more of a chore to make non poison food than to just keep the fast 😂😅",5
1397194782,"Currently Eating grass fed ground beef, with berries, honey &amp; non fluoridated water, in the sun.",1
263451780,Glad I grew up with fluoride!   #Trump2024Vance #canada,4
1691598733685776384,"Ivermectin, Fenbendazole
Carnivore Diet
Organic Food
Grass fed meat, cheese, butter, etc.
No fluoride in water &amp; toothpaste
No aluminum in deodorant
Feet on grass for daily grounding 

Those are good topics!",0
1104140919261999104,We all voted and now the fluoride is going away.,4
29723400,I grew up in a small town without fluoride. Our water was delicious but I did not have the dental protection our children enjoy. I’m still paying for it. So plan ahead. Fluoride treatment is available through a dentist. Ask now. Perhaps a community clinic can be organized.,1
1486683500,"I pray to God that RFK fixes the food system &amp; removes the fluoride from our water. 

I pray to God that  clears house and gets our country’s finances in order. 

I am unbelievably relieved that Trump won the election.",4
1663669213,Seed oils and fluoride gone at a minimum. Looking forward to seeing how much this administration can do,4
1666840643476529152,Fluoride! Been ordering ElDorado spring water for years and I’m crystal clear 💞,4
1590920687212171264,Thank god Trump is taking the FLUORIDE OUT OF THE WATER! 🤣🤣,4
22990834,"A. YES
No fluoride.
No chemtrails.
No GMOs.
No EMR (electromagnetic radiation).
No fake food. 
No toxins in food or drink.
Restore &amp; support family farms.
Encourage ""victory gardens"" for everyone.
Simple meal preparation education.
Organic food only for everyone.
Raw goat milk.",6
1693954091620130816,A Yes! 100% 🙌🙌🙌🙌 he knows a lot about vaccines. He knows a lot about nutrition. He knows a lot about what’s harming our food and our environment. He knows that fluoride is really bad to sit on your teeth near your brain for 20 minutes. I never did fluoride for my five…,4
1640996439890206720,"2. ......fluoride-contaminated groundwater, providing a simple and affordable solution.",4
1766216091469000704,"BEST ORAL HEALTH TIPS
1. Don’t go to bed without brushing your teeth
2. Brush properly
3. Don’t neglect your tongue
4. Use a fluoride toothpaste
5. Drink more water
6. Eat crunchy fruits and vegetables
7. Limit sugary and acidic foods
8. See your dentist at least twice a year.",4
1426377746905657344,"""Hey bestieeeees! These are my new BrightWhite fluoride drops that are available at the TikTok shop. Since the government stopped providing essential fluoride we've got to watch out for our health. It says use three drops but I do six because I love my teeth!""",4
716314460193996800,"Dosage.  Anything can be toxic if enough is ingested.  Some vitamins, most meds, etc.  Fluoridated water has done more good than harm.",1
1176995789740105728,Hopefully its fluoride,4
2604836674,"Fluoride is harmless in considerably larger doses than what people get in their water. On the flip side, kids teeth falling out is pretty harmful. 🤕 🦷",4
1198764215542128640,"Nevertheless, I’ll answer your question. Tooth decay. Modern diets permit it, fluoride prevents it",3
1509834891973779456,There's no fluoride in our Scottish water. Maybe the best water around.,4
1487671242169724928,Let them. Everyone should be allowed to make their own choices. If they want fluoridated water they should have the freedom to do so.,4
606339523,One thing I can't wait for is the removal of the fluoride from public consumption,4
2279887261,Yes absolutely!!  RFK will prioritize people’s health over Big Pharma profits and ensure that the public is well informed on any medical treatments.  First order of business is to eliminate fluoride (which impairs the brain &amp; cognitive functions) from drinking water.,4
1220253391579963392,Well if putting effort into banning non existent stuff keeps him away from proper health stuff like vaccines and fluoride then I’m all for it. Keep him busy looking for secret chemtrail tanks,3
1597740369877368832,"Pepsodent, it’s fluoride toothpaste and it has anti cavity properties too",7
1586081362963943424,"I really hope RFKs initiatives are honoured. It's so important to restore natural nutritional integrity to food and water supplies. Imagining an end to water fluoridation and similar junk medications... The end is in sight. 
Once the USA reverses the rot, dominoes shall fall.",4
1613390907273011200,Fluoride. 👍,4
1835718282097364992,"Nice one Winston! So glad we have you in Government, as you were the only NZ politician who spoke sense during the communist covid times. Can we please have a MAGA and MAHA movement here in NZ too? Starting with putting an immediate stop to adding fluoride to our drinking water?!",4
1661107961534488576,"WOW rfk jr. is now the “health czar” and he wants to remove fluoride from drinking water.. Idc who side u was on Harris or Trump, removing fluoride from drinking water is a HUGE win for all of us. Fluoride calcifies your pineal gland… your third eye!",6
1672265493414297600,the Echo RO system would be the best at removing fluoride :),4
984232716651511808,There’s proof. Our water supply is fluoridated. My 3 kids grew up without any teeth cavities. Some good luck there but there’s no doubt the fluoride helped.,4
779526917166739456,"What an idiot. Fluoride helps prevent dental disease which can also cause heart disease. My mother’s mouth is full of fillings because she didn’t grow up with fluoride in the water. I have never had a filling because I did. She ended up with heart disease, I’m fine.",3
1457900539904208896,"Before fluoride, people used chewing sticks, salt, &amp; charcoal to clean teeth. Natural methods helped, but fluoride is proven to protect enamel and prevent decay more effectively.",3
1457900539904208896,"Places like parts of Texas, Colorado, India, China, and East Africa have naturally high fluoride levels in groundwater, leading to lower tooth decay rates historically. This natural benefit inspired modern water fluoridation to protect teeth",4
1590337719066132480,"FINALLY for the first time we’ll be getting SO much REAL natural health information for our healing. The amount of toxics most ppl are exposed to in the manipulated foods, the clothes we wear, the products made of chemicals, the fluoride…all of the toxins.  It will be amazing.💃🏻",2
25752396,I'm sure his plan for removing fluoride from groundwater will be sublime.,4
318543238,"Probably the only thing I'm excited about the new admin is a few of RFK's ideas.  I do not recall fluoride in the water when I was a kid, it was administered at school in small cups and we spit it out...

Also supporting Amish selling raw milk sounds right to me.",1
1595100044146900992,I’m a dentist by training. Talking about this has been like shouting into the wind. So glad more people are seeing this data and questioning “big dentistry” and it’s antiquated stance on fluoride.,1
24700554,"Dental health is the number one indicator for later general health. People don’t take very good care of their teeth on their own. Adding fluoride to the water supply greatly reduces the need for more serious medical interventions in other areas as people age.

In the 50s and…",4
1517821489139097600,A big yes…. Hopefully he goes after companies using fluoride in water and nana dyes and corn syrup in our food products,2
19200246,"Oh, I hope this really happens. 
Can we also make toxic chemicals in our food supply gone permanently? How about getting rid of fluoride from water supply as well?",5
1087083441915613184,Goodbye fluoride!!! Another win for health!,4
